"","title","genres","release_date","release_country","movie_rating","review_rating","movie_run_time","plot","cast","language","filming_locations","budget","lon","lat"
"1250","Bachelor Games (2016)","Action| Adventure| Comedy| Horror| Thriller","1-Jul-16","USA",NA,4.4,"86 min","Directed by Edward McGown. With Charlie Bewley, Jack Doolan, Jack Gordon, Mike Noble. A group of friends on a stag weekend in the mountains of Argentina are picked off by a dark force called ""The Hunter"", but all is not what it seems.","Charlie Bewley|Jack Doolan|Jack Gordon|Mike Noble|Obi Abili|Daniel Elías","English","Argentina",NA,-63.616672,-38.416097
"1251","All About Evil (2010)","Comedy| Horror","25-Jun-14","USA",NA,6.2,"98 min","Directed by Joshua Grannell. With Jack Donner, Mikayla Rosario, Robin Calvert, Julie Caitlin Brown. A mousy librarian inherits her father's beloved but failing old movie house. In order to save the family business she discovers her inner serial killer - and a legion of rabid gore fans - when she starts turning out a series of grisly shorts. What her fans don't realize yet is that the murders in the movies are all too real.","Jack Donner|Mikayla Rosario|Robin Calvert|Julie Caitlin Brown|Mink Stole|Natasha Lyonne|Thomas Dekker|Cassandra Peterson|Joshua Grannell|Kat Turner|Ariel Hart|Ashley Fink|Anthony Fitzgerald|Lyndsy Kail|Santia Andrews","English","San Francisco, California, USA",NA,-122.4194155,37.7749295
"1252","Prisoners of the Sun (2013)","Action| Adventure| Horror| Mystery","8-Jul-14","USA","TV-14",3.6,"85 min","Directed by Roger Christian. With John Rhys-Davies, David Charvet, Carmen Chaplin, Emily Holmes. A multinational expedition discovers a lost city beneath a pyramid, where they must stop the reawakened gods of ancient Egypt from initiating the Apocalypse.","John Rhys-Davies|David Charvet|Carmen Chaplin|Emily Holmes|Nick Moran|Joss Ackland|Michael Higgs|Gulshan Grover|Mohamed Akhzam|Edy Arellano|Ahmed Boulane|Katherine Heath|Isabella Orlowska|Shane Richie|Nourrdine Touami","English","Atlas Corporation Studios, Ouarzazate, Morocco","$18,000,000",-6.9662611,30.9419814
"1253","The Penny Dreadful Picture Show (2013)","Horror","8-Oct-13","USA",NA,5.1,"101 min","Directed by Nick Everhart, Leigh Scott, Eliza Swenson. With Eliza Swenson, Craig Blair, Theodore Bouloukos, Tyler Elliot Burke. Daffy undead gal Penny Dreadful, her smitten zombie buddy Ned, and lycanthrope Wolfboy relate three tales of terror in an old rundown movie theater: A young couple find themselves being stalked by a lethal jack-in-the-box in ""Slash-in-the-Box;"" mousy young lady Alice tries to figure out what exactly happened to her last night in ""The Morning After;"" and a group of friends encounter an eccentric ...","Eliza Swenson|Craig Blair|Theodore Bouloukos|Tyler Elliot Burke|Jeffrey Combs|Liz Douglas|Collin Galyean|Dillon Geyselaers|Lucky Gretzinger|Jason Griffith|Sid Haig|Josh Hammond|Tyler Hollinger|Alexis Iacono|Benjamin Kanes","English","Ridgefield, Connecticut, USA",NA,-73.4975412,41.2840635
"1254","Throwback (2014)","Action| Adventure| Horror| Mystery| Thriller","2014","Australia","NOT RATED",3.9,NA,"Directed by Travis Bain. With Shawn Brack, Anthony Ring, Melanie Serafin, Vernon Wells. Two treasure hunters, a park ranger and an unhinged ex-cop tangle with a Yowie, the Australian Bigfoot, deep in the jungles of Far North Queensland.","Shawn Brack|Anthony Ring|Melanie Serafin|Vernon Wells|Warren Clements|Andy Bramble","English","Cairns, Queensland, Australia","AUD 4,000",145.7780548,-16.9185514
"1255","13 Eerie (2013)","Horror| Sci-Fi","2-Apr-13","USA","NOT RATED",4.5,"87 min","Directed by Lowell Dean. With Katharine Isabelle, Michael Shanks, Brendan Fehr, Brendan Fletcher. Six forensic undergrads embark on a scientific expedition to a remote island that was once used as illegal biological testing grounds for life-term prisoners.","Katharine Isabelle|Michael Shanks|Brendan Fehr|Brendan Fletcher|Nick Moran|Jesse Moss|Kristie Patterson|Michael Eisner|Lyndon Bray|Ryland Alexander|Jason Truong|Shannon Jardine","English","Moose Jaw, Saskatchewan, Canada","CAD 3,000,000",-105.5348562,50.3915811
"1256","A Resurrection (2013)","Horror| Thriller","22-Mar-13","USA","R",4,"89 min","Directed by Matt Orlando. With Mischa Barton, Brenden Meers, Devon Sawa, Michael Clarke Duncan. A murdered boys spirit seeks revenge by seeking six souls to live again.","Mischa Barton|Devon Sawa|Michael Clarke Duncan|J. Michael Trautmann|Stuart Stone|Nick Jandl|Matthew Willig|Alanna Janell|Morgan Wolk|Brenden Meers|Annie Kitral|Todd Bellinger|Antonio Costa|Tyler Courtad|Patrick de Ledebur","English|Spanish","Pennsylvania, USA","$5,000,000",-77.1945247,41.2033216
"1257","Bullets, Fangs and Dinner at 8 (2015)","Comedy| Crime| Horror| Thriller","12-Jun-15","USA","NOT RATED",5.7,"90 min","Directed by Matthew Rocca. With Garrett Schweighauser, Eva Rocca, Matthew Rocca, Brian Patrick Butler. A vampire posing as a priest creates a cult of bloodthirsty humans and organizes a number of killings, beginning with a massacre at a church.","Garrett Schweighauser|Eva Rocca|Matthew Rocca|Brian Patrick Butler|Diana Ferrer|Vinnie Pompo|Joe D'Amato|Casey Nicholas-Price|Bill Reilly|Annaiah Jones|Tracy J. Paye|Julie Seal|Anthony De La Cruz|Les Valenzuela|Kevin Wertzberger","English","El Cajon, California, USA",NA,-116.9625269,32.7947731
"1258","Massacre County (2015)","Crime| Horror| Mystery| Thriller","12-Nov-15","Brazil",NA,5.7,"113 min","Directed by André de Campos Mello, Marcos DeBrito. With Leonardo Miggiorin, Paulo Vespúcio, Francisco Gaspar, Rafael Raposo. After a hideous crime in a mansion by the forest, where a group of young people was found murdered, a suspicious clown tries to prove his innocence to the investigator that found him covered in blood.","Leonardo Miggiorin|Paulo Vespúcio|Francisco Gaspar|Rafael Raposo|Marcela Moura|Larissa Queiroz|Fernando de Paula|Bia Gallo|Beto Brito|Olivia de Brito|Lincoln Shedd|Gio Avelino|Antonio Cândido da Silva|Marcos DeBrito","Portuguese","Paranaíba - Mato Grosso do Sul - Brazil",NA,-51.1913338,-19.67511
"1259","Paranormal Movie (2013)","Comedy| Horror","9-Apr-13","USA","NOT RATED",2.2,"88 min","Directed by Kevin P. Farley. With Kevin P. Farley, Carly Craig, Nicky Whelan, Eric Roberts. A man, long haunted by the paranormal, captures on camera the horror and hilarity he and his beautiful girlfriend encounter after moving into a new home.","Kevin P. Farley|Carly Craig|Nicky Whelan|Eric Roberts|William Katt|Tom Sizemore|Maria Menounos|John Farley|Deep Roy|Ashley C. Williams|Fred Stoller|Robert Hays|Sandra Taylor|Chip Coffey|Josh Hansen","English","Beverly Hills, California, USA",NA,-118.4003563,34.0736204
"1260","Silent Retreat (2016)","Horror| Mystery| Thriller","12-Jan-16","USA",NA,4.1,"92 min","Directed by Ace Jordan. With Donny Boaz, Rebecca Summers, Danilo Di Julio, Eli Bildner. Six members of a media company go on a weekend business retreat at an isolated lodge in the woods. When one of the members goes missing, they discover that the lodge was formerly a private mental institution that had been shut down after allegations of devious misconduct. One by one, they fall victim to the dark secrets buried at the lodge.","Donny Boaz|Rebecca Summers|Danilo Di Julio|Eli Bildner|Devon Ogden|Aidan Flynn|Trista Robinson|Melanie Avalon|Landon Ashworth|John Kerry|Circus-Szalewski|Lisa Goodman|Parrish|Dominic Bagarozzi|Tiffany-Leigh Moskow","English","Big Bear Lake, California, USA",NA,-116.9114215,34.2438963
"1261","Ghost of Goodnight Lane (2014)","Comedy| Horror","10-Jun-14","USA","NOT RATED",4.4,"96 min","Directed by Alin Bijan. With Billy Zane, Lacey Chabert, Matt Dallas, Danielle Harris. When the staff inside a renovated film studio finds a co-worker dead one morning, the pieces of a forty year puzzle add up to an angry ghost who has let the last person step inside her house. But will they ever get out alive?","Billy Zane|Lacey Chabert|Matt Dallas|Danielle Harris|Richard Tyson|Christine Bently|Allyn Carrell|Jennifer Korbin|Brina Palencia|Adam Whittington|Lynn Andrews III|Sophia Arias|John Franklin|Alisha Revel|Tina Ryker","English","Dallas, Texas, USA",NA,-96.7969879,32.7766642
"1262","Bornless Ones (2016)","Horror","10-Feb-17","USA",NA,4.7,"81 min","Directed by Alexander Babaev. With Margaret Judson, Devin Goodsell, Michael Johnston, Mark Furze. With the help of her friends, Emily moves to a remote home to take better care of her brother, Zack who is diagnosed with cerebral palsy. But what they don't know is that the house kept a terrifying secret that will haunt them one by one.","Margaret Judson|Devin Goodsell|Michael Johnston|Mark Furze|Bobby T|David Banks|Victoria Clare|Gwen Holloway|Nick Saso|Rob Tepper|Lana Titov|Greg Travis|Pony Wave","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1263","Walking Dead in the West (2016)","Horror","22-Aug-16","USA",NA,2.9,"88 min","Directed by Paul Winters. With Jarod Anderson, Greg Bronson, Kiera Crouch, Matt E. Derdivanis. The Arizona Territory, the 1870's. Marshal Frank Wilcox, along with a Buffalo Soldier from the U.S. Army, must galvanize a group of survivors to fight back when the living dead rise and seek the flesh of the living. It's a world gone mad and a battle against the unthinkable. Joined by an Apache Chief and an outlaw prisoner, the group must learn how to survive in a time where the dead walk.","Jarod Anderson|Greg Bronson|Kiera Crouch|Matt E. Derdivanis|Efrain Escudero|Mark Grossman|Sam Keller|Calion Maston|Dawn Nixon|Sandy Penny|Mark Trombino|Jean Paul Turgeon|Lee Whitestar|Jessica Winters|Paul Winters","English","Arizona, USA",NA,-111.0937311,34.0489281
"1264","The Haunted House on Kirby Road (2016)","Adventure| Comedy| Horror| Mystery| Thriller","14-Oct-16","USA",NA,5.7,"83 min","Directed by Stuart Stone. With Nina Kiri, Chris Kapeleris, Sammi Barber, Austin Duffy. A group of 20-somethings set out to discover if an urban myth of a haunted house holds any truth.","Nina Kiri|Chris Kapeleris|Sammi Barber|Austin Duffy|Andrew Pimento|Samantha Cole|Colin Price|John Cianciolo|Mike Almos|Jesse Feinberg|Lorne Weinberg|Sheldon Levine|Ely Rise","English","Toronto, Ontario, Canada",NA,-79.3831843,43.653226
"1265","Der Bunker (2015)","Comedy| Drama| Horror","21-Jan-16","Germany","NOT RATED",6.2,"85 min","Directed by Nikias Chryssos. With Pit Bukowski, Daniel Fripan, Oona von Maydell, David Scheller. A young student seeks quiet and solitude to focus on an important work but ends up as the teacher of a peculiar boy who is home-schooled by his parents in an isolated bunker mansion. THE BUNKER is a dark, twisted, and funny tale about childhood, growing up and education.","Pit Bukowski|Daniel Fripan|Oona von Maydell|David Scheller","German","Berlin, Germany",NA,13.404954,52.5200066
"1266","Moth (2016)","Drama| Horror| Mystery","21-Feb-17","USA",NA,3.6,"81 min","Directed by Gergö Elekes, József Gallai. With Lídia Szabó, József Gallai, Bálint Egri, Kata Tábori. A teacher and her student travel to the European countryside to investigate 22 recent Mothman sighting reports, but what begins as an attempt to stop a catastrophe becomes a nightmarish fight for survival.","Lídia Szabó|József Gallai|Bálint Egri|Kata Tábori|Rob Oldfield|Dániel Szabó|Bálint Hernádi|Zoltán Kocsis","English","Veszprém, Hungary",NA,17.9093019,47.1028087
"1267","Grace: The Possession (2014)","Horror| Thriller","21-Oct-14","USA","R",4.8,"87 min","Directed by Jeff Chan. With Alexia Fast, Lin Shaye, Alan Dale, Alexis Knapp. Grace is an 18-year-old Catholic girl whose purity is overtaken by a demonic force. Will it consume her?","Alexia Fast|Lin Shaye|Alan Dale|Alexis Knapp|Brett Dier|Joel David Moore|Clarke Peters|Madeleine Arthur|Kurt Ostlund|Joshua J. Ballard|Christina Jastrzembska|Margot Berner|John Shaw|Maxine Miller|John Emmet Tracy","English","Vancouver, British Columbia, Canada",NA,-123.1207375,49.2827291
"1268","Helter Skelter (2012)","Drama| Horror","14-Jul-12","Japan",NA,6.4,NA,"Directed by Mika Ninagawa. With Kiko Mizuhara, Yôsuke Kubozuka, Kaori Momoi, Erika Sawajiri. Top star Lilico undergoes multiple cosmetic surgeries to her entire body. As her surgeries show side effect, Lilico makes the lives of those around her miserable as she tries to deal with her career and her personal problems.","Kiko Mizuhara|Yôsuke Kubozuka|Kaori Momoi|Erika Sawajiri|Gô Ayano|Nao Ohmori|Shinobu Terajima|Mieko Harada|Anne Suzuki|Hirofumi Arai|Susumu Terajima|Shô Aikawa|Daimaô Kosaka|Megumi|Yumiko Hara","Japanese","Tokyo, Japan",NA,139.6503106,35.6761919
"1269","Krampus Unleashed (2016)","Horror","1-Nov-16","USA",NA,2.4,NA,"Directed by Robert Conway. With Amelia Brantley, Bryson Holl, Caroline Lassetter, Taylor Buckley. In pursuit of buried treasure, a group of fortune hunters unearth an ancient demonic summoning stone that holds a terrible curse and awakens a timeless evil, the Krampus. After centuries of slumber, Krampus has awoken with a thirst for blood.","Amelia Brantley|Bryson Holl|Caroline Lassetter|Taylor Buckley|Tim Sauer|Emily Lynne Aiken|Daniel Link|Tori Osborn|Michael Harrelson|Linda Cushma|Travis Amery|Dujhan Brown|Juliet Rose Serrato|Kerry Keepers|William 'Bill' Connor","English","Mesa, Arizona, USA",NA,-111.8314724,33.4151843
"1270","I Am Alone (2015)","Drama| Horror| Sci-Fi","12-Sep-15","USA","NOT RATED",6.4,"88 min","Directed by Robert A. Palmer. With Gareth David-Lloyd, Gunner Wright, Katy Bodenhamer, Marshal Hilton. An unknown virus begins to spread infecting the local population almost instantly, but footage found by the CDC of one man's survival may just help them find a cure.","Gareth David-Lloyd|Gunner Wright|Katy Bodenhamer|Marshal Hilton|Robert A. Palmer|Dalyn Pearson|Thomas Loureiro|Michael A. Weiss|Dave Frank|Gary Bean|John Best|Valor Morgan|Paul Southern|Joe Orwan|Suzette Owen","English","Montrose, Colorado, USA",NA,-107.8761738,38.4783198
"1271","Dead Sea (2014)","Action| Horror| Sci-Fi| Thriller","4-Nov-16","USA",NA,4,"90 min","Directed by Brandon Slagle. With Britt Griffith, Alexis Iacono, Jw Wiseman, Devanny Pinn. A Marine Biologist is assigned to investigate the mysterious deaths of marine life in an inland salt water lake that have been attributed to a creature thought to have been the stuff of legend.","Britt Griffith|Alexis Iacono|Jw Wiseman|Devanny Pinn|Brandon Slagle|James Duval|Chanel Ryan|Candace Kita|Jennifer Woods|Dillon Paigen|Tawny Amber Young|Frederic Doss|K.J. McCormick|Jim Mitchell|Teresa R. Parker","English","Boulder Bay, Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","$3,000,000",-116.9497375,34.2385178
"1272","Re-Kill (2015)","Action| Horror","16-Oct-15","USA","R",5,"88 min","Directed by Valeri Milev. With Bruce Payne, Daniella Alonso, Roger Cross, Scott Adkins. It's been 5 years since the Re-Animates outbreak that wiped out 85% of the world's population. Within a few cities, the Re-Animates have been segregated into ""zones"" and are policed by the R-Division of the QUASI S.W.A.T. Unit.","Bruce Payne|Daniella Alonso|Roger Cross|Scott Adkins|Jesse Garcia|Angelena Swords|Dimiter Doichinov|Yo Santhaveesuk|Aaron Jay Rome|Layke Anderson|Raicho Vasilev|Claire Garrett|Rocky Marshall|Kanesha Washington|Dean J. West","English","Baton Rouge, Louisiana, USA","$9,500,000",-91.1871466,30.4514677
"1273","The Bride (2014)","Horror| Thriller","5-Aug-14","Japan","NOT RATED",3.4,"82 min","Directed by Marcello Daciano. With Henriette Riddervold, Lane Townsend, Burt Culver, Charles Camp. A hundred years after she was murdered on her wedding day, the vengeful spirit of a warrior princess comes back to possess the body of a young bride who fell victim to a similar fate. Fueled with unseen rage, The Bride brings her gruesome vengeance upon those who took away her life and true love.","Henriette Riddervold|Lane Townsend|Burt Culver|Charles Camp|Justin Nesbitt|Will David Jorden|Gregory Stone|Anne Main|Tennile Marie Goosic","English","Big Bear Lake, California, USA",NA,-116.9114215,34.2438963
"1274","Halloween: The Night HE Came Back (2016)","Horror","25-Oct-16","Canada",NA,6.9,"45 min","Directed by Dave McRae. With Bruce Dale, Leah Kellar, Jodi Krangle, Kelly McDowell. A shy and introverted aspiring actress moves to Haddonfield Illinois to reconnect with her brother Bob. Unaware of the town's secrets and her connection to them, a familiar presence engulfs the innocence rebuilt on Halloween night.","Bruce Dale|Leah Kellar|Jodi Krangle|Kelly McDowell|Dave McRae|Michael Pongracz|William Reill|Elaine Singer|Bob Sleeper|Garnet Williams","English","Hollywood, California, USA","CAD 5,000",-118.3286614,34.0928092
